Manila,Apache Software Foundation,Jan Zarnikov,"The main goal is to provide a testing framework which allows both server-side and client-side assertions as well the posibility to run the test with different configurations.Manila is the implementation of the automated tests for webapplication as described in https://issues.apache.org/jira/browse/MYFACESTEST-47"
Parallel Viterbi algorithm for Hidden Markov Model,Apache Software Foundation,Sergey Bartunov,"The Viterbi Algorithm is an evaluating algorithm for Hidden Markov Model. It estimates the most likely sequence of hidden states called ""Viterbi path"" from given sequence of observed states and is also used in Viterbi training. This project is intended bring parallel evaluating functionality for HMM in Mahout and also investigates how such dynamic algorithms could be implemented in MapReduce paradigm."
"Right Click Menu, grid enhancements and two optional components for the Apache Tapestry5 java web application framework",Apache Software Foundation,Dragan Sahpaski,"This project consistst of two parts.The first part will produce a generic and powerfull Right Click Menu (also known as Context Menu) component for Tapestry5. The Right Click Menu component is meant to be highly configurable ready for enterprise scenarios.The second part will provide enhancements for the existing powerful t5 grid component: bookmarkable URLs with sort parameters of the grid, page number and number of items per page.Also two optional tasks are proposed."
Seam-Forge plugin for MyFaces CODI,Apache Software Foundation,Cosmin Martinconi,The goal of this project is to implement Seam-Forge plugins for generating CODI artifacts as well as simple application-templates which are using features provided by CODI.
Sugar for Pig,Apache Software Foundation,azaroth,"Syntactic sugar features to simplify the use of Pig.-- Variable argument for SAMPLE and LIMIT.Currently, SAMPLE and LIMIT only take a constant argument. It would be better to be able to use a variable (scalar) in the place of a constant.-- Default SPLIT destination.SPLIT partitions a relation into two or more relations.It would be useful to have a default destination for tuples that are not assigned to any other relation, in a fashion similar to a switch/case/default statement."
Support to 2 level nested foreach,Apache Software Foundation,AniQuet,"Pig currently supports DISTINCT, FILTER, LIMIT, and ORDER BY inside nested foreach statement and it is highly desired to have support for FOREACH nested inside a foreach."
Adopting New Language Pair : Bengali - English,Apertium,Ragib Ahsan,"The goal of this project is to improve the existing Bengali - English Language pair to a release quality. Specifically, completing both the monolingual and bilingual dictionary and writing the necessary transfer rules. Finally, testvocing is also necessary to ensure correctness. This project would be the continuation of the apertium 2009 project on ""conversion of Anubadok to apertium platform"""
Apertium-sl-es: machine translation between Slovene and Spanish,Apertium,Aleš Horvat,Currently Apertium does not have a release-quality for the translation system of the Slovenian and Spanish language pair. I will expand the Apertium's functionality by adding it.
Apertium-tr-az: machine translation between Turkish and Azerbaijani,Apertium,zfe,"Apertium tr-az is a new language pair using Apertium platform to translate from Turkish to Azerbaijani. The project will make use of a morphological analyzer for Turkish (already available as TRmorph), a morphological analyzer for Azerbaijani (I'm developing it starting from TRmorph) and a set of rules that I'm implementing. "
Apertium-tr-ky: New Turkish-Kyrgyz language pair.,Apertium,Mirlan,"New Apertium Turkish-Kyrgyz language pair is going to be developed. As a part of this project Turkish-Kyrgyz bilingual dictionary will be extracted from StarDict dictionary. Morphological analyzer/generator for Kyrgyz language will be developed from scratch. "
Implementation of a new language pair apertium-sh-mk,Apertium,Krvoje,"I plan to reimplement the sh half of the apertium-sh-mk language pair, thebilingual dictionary and transfer rules towards Macedonian. There is someprevious work done on the SC part, including some handy methods for han-dling the difference between the standards. However, some linguisticparadigms are missing, and the documentation on the entire implementationis quite scarce. To be more productive, I will reimplement the entire dic-tionary from scratch, using the old code as a rough guide."
Improvements to postedition interface,Apertium,Commial,Improve the pre and post-editing Apertium translation web environment where the user has a range of tools available in order to modify the text before sending it to Apertium and after getting its translation. 
New Maltese-Hebrew language pair,Apertium,Sagie Maoz,"New Apertium Maltese-Hebrew language pair, providing unidirectional translation of Maltese to Hebrew."
Quality control framework,Apertium,Brendan Molloy,"Implementation of a quality control framework using Python, with modules for: statistics, graphing, regression testing, corpus generation, corpus testing, coverage testing and average ambiguity."
VM for the transfer module,Apertium,Gabriel Gregori Manzano,"The objective of this project is to compile the transfer rules files to a pseudo-assembly defined for this task and make a light interpreter for the pseudo-assembly generated. Therefore the scope of the project is to build these three main components: the instruction set, the compiler for the transfer files and the interpreter for the final pseudo-assembly generated."
Adding the Mass Matrix functionality in Radau5 Solver,ASCEND,Karthik,"Givena system of DAE, I intend to find the mass matrix and consequently the solutions using RADAU5."
Canvas Based Modeling Enhancements,ASCEND,Grivan Thapar,"Enhancements on parameter handling, solving process and other features in the canvas based modeler for ASCEND."
Development of the translator system which accepts new-syntax ascend models and generates ascend4 compatible models,ASCEND,Divyanshu Bandil,The project aims to improvise the present syntax available for the purpose of making it more familiar and easier to use. Presently the idea is to generate a stand-alone lex/yacc based program using PLY as compiler tool. The program reads from the input file of new-syntax models and generates ascend 4 compatible models. The new syntax will act as a wrapper over the present syntax and no changes in the TypeDescription or Instantiation stages will be required.
FPROPS,ASCEND,Richard Towers,"Commercial packages like REFPROP act as adatabases of fluid properties, in fact they are actually programs which use thermodynamic equations of state to calculate these properties on the fly.The purpose of this project is to developthe open source FPROPS platform which seeks to emulate and expand upon these programs.Specifically FPROPS will be restructured for extensibility, existing discrepancies will beinvestigated and new features such as support for new equations of state will be added."
GUI Improvements & Bug Squashing,ASCEND,Aakash Goenka,The project is about making enhancements to the PyGTK GUI of ASCEND. The PyGTK GUI is relatively new and needs some polishing.
Implementing a GPU-Based NLA Solver in the ASCEND,ASCEND,Arash Sadrieh,"In this project, the specific hardware architecture of the Graphic Processing Unit (GPU) is exploited as a new hardware co-processor to tackle the computational time challenge in the nonlinear algebraic (NLA) solver. The proposed novel approach can become an important winning feature for the ASCEND project over other competitor Equation Oriented tools (open source/proprietary)."
Astrometry.net Community Platform,Astrometry.net,Carlos Lalimarmo,"Update the web service at http://live.astrometry.net, by ""reframing"" the service within the Django framework, and creating user profile registration capability to the service."
New Web Service Front-end (+ API),Astrometry.net,Kevin Chen,"This project involves designing and implementing a new web interface for the astrometry.net service. This new webpage should be feature-rich, easy to use, and relatively ""pretty"" in order to attract new users and help promote a thriving community around astrometry.net. The web interface will be built in python, using Django."
combat enhancement,Atomic Blue,Landson,"Right now PlaneShift’s combat seems to be very basic; if you’re doing melee or range combat everything is pretty much sit and watch while the server makes all of the decisions. It seems to be completely turn based and there don’t seem to be much you get from progression of levels, at least nothing very exciting.I would like to change the combat system up to make it more exciting."
GUI Improvements,Atomic Blue,zhanzhizheng,"Planeshift GUI system is implemented in the PAWS which is mainly based on Crystal Space’s iGraphics2D/iGraphics3D to draw all kinds of widgets. In PAWS, pawsmanager is a singleton to manage the entire GUI library. With the help of pawsMainWidget, pawsmanager could load configurable GUI interface from xml document of in CS’s virtual file system.The main goal of this proposal is to make Planeshift’s current GUI interface more configurable, more powerful, and user friendly."
Sound system improvement and management of musical instruments,Atomic Blue,lucubro,With this work I plan to: convert the sound related part of the code into a plug-in; improve the support for factory based sounds; create support for random sounds from both environment and monsters; solve the problem associated to stacking of sounds implementing a distance lag effect; support for weapon and attack based sounds; introduction of musical instruments and composing activity in the game.
Tribe AI,Atomic Blue,Zee,"This project's target is to reprogram the way tribes behave in PlaneShift.The end product will feature tribes that will react quickly to outer factors of the world (diplomacy with other tribes/players, expanding, resource managing, etc) and organize themselves based on certain targets.All tribes will feature unique treats and each tribesman will have different behaviors based on the assignment he gets from the leader.Besides, an unique mood system will simulate the way tribe members react."
3D Audio,Blender Foundation,neXyon,This project will improve audio in blender further by improving the current system and adding new interesting features. The main goal for this project is to enable the user to place speakers into the 3D scene and render their animations with positioned audio sources and velocity dependent doppler-effects.
Animation System Polish,Blender Foundation,Aligorith,"This project will deliver a series of smaller developments and features, all with the goal of improving the animation experience in Blender based upon feedback from animators who have worked on previous Open Movie projects. Where time permits, improved support for handling motion captured (mocap) data will also be worked on."
API and 2D Tracker Improvements for libmv,Blender Foundation,Matthias Fauconneau,"This project will have two major goals.First, I will improve libmv API so that Blender can easily leverage all features provided by libmv. This will ease the task of the developer tasked with Blender UI implementation.Then, My focus will be on completing the 2D tracker algorithms.Currently, libmv can only work as a completely automatic detector and tracker.However, real use cases will need to allow the user to provide additional inputs and tweak the results."
Automatic Seam Creation for UV Unwrapping,Blender Foundation,Shuvro Sarker,"When creating or using a texture map, a 3D model needs UVs.One way for making that is UV unwrapping. Ttil now, the process of creating those UVs has been a time consuming challenge for the artists.Currently blender uses ABF and LSCM( Least square conformal map ) which is a good way for doing that. Here I am proposing a better way that is semi-automatic with some interactive controls. This method works well for complex models also. "
BGE Animation Improvements,Blender Foundation,Mitchell Stokes,This is a proposal to include better control over animations in the BGE (mainly via a new Python API). It also combines the 3 old animation logic bricks into one new unified brick.
Camera tracking integration,Blender Foundation,Sergey Sharybin,"Make match moving workflow (point tracking, masking, camera tracking and so on) be available in Blender. libmv library would be used for tracking calculation. My main area would be Blender-side interface/operators."
Dynamic Paint,Blender Foundation,MiikaH,Dynamic Paint is a new tool that allows a whole new way for Blender objects to interact. Basically you can make any object or particle system to become a 3D-brush that can paint on other objects. Dynamic paint will be a great help in making realistic animations where objects have to interact with each other or with the environment.
Full COLLADA Animation support for Blender ,Blender Foundation,Phabtar,"This project will focus on implementing full COLLADA animation support, which includes importing animation elements from a COLLADA document in to blender and exporting all animation elements to a COLLADA document. "
General Enhancements for Paint and Sculpt,Blender Foundation,Jason Wilkins,"* Continue unfinished work from last summer.* Improve performance in some specific areas.* Cross port features from sculpt and paint.* Work towards refactoring and unifying sculpt and paint.* Miscellaneous new features.* Other cool stuff."
Improving Motion Capture Import & Workflow,Blender Foundation,Benjamin Cook,"Motion capture animation is both faster and at times more realistic than a human animator, but it can hard to work with, for a variety of reasons. While Blender has had BVH import (a popular format for mocap data) for a while, it lacks tools to deal with this type of data properly. My proposal is to provide tools to streamline mocap data into a project’s workflow: conversion to f-curves, cycle and stride bone conversion and most importantly, retargeting the motion to a user-created rig."
Inferred Rendering in the Blender Game Engine,Blender Foundation,Daniel Stokes,"Improve the Blender Game Engine's rendering, with an emphasize on inferred rendering."
International module of Blender,Blender Foundation,Xiao Xiangquan,"Help blender support multiple languages, other than English only. We'll complete the International module with GNU gettext."
"Mesh Retopology Tool Enhancements Including BMesh Semi Automated Topology Generation, Step-Building and Modifying",Blender Foundation,Dan Walters,"I propose a concise suite of mesh retopology tools for Blender BMesh, building upon the existing tools. While Blender already offers an extensive suite of tools for creating and modifying meshes that will soon be improved by the release of BMesh, the proposed retopology tools are to focus on work flow and use. The intention is to make these functions more accessible to the user, and empower the artist with new and faster methods of common retopology tasks."
The Weight Painting Project,Blender Foundation,Jason,"Enhance Blender’s weight painting tools:1) A bone’s weights will become lockable so that the relative ratios will remain unchanged during painting,2) Multiple bones will be selectable so that the ratios of the weights of the selected vertex groups will remain relatively the same,3) The automatic weighting system will be extended to post-process selected regions to avoid manual fine-tuning"
UV tools,Blender Foundation, Antonis Riakiotakis,This project is concerned with the development of additional tools for uv manipulation
Implement the Video Distribution Profile(VDP),BlueZ,Prasad Bhat,Since Bluetooth bandwidth is comparatively lower a low bitrate encoding should be used. Ideally MPEG-4 Part 2 (H263) or MPEG-4 Part 10 (H264) with low bitrate should work without delays. To support these formats existing GStreamer plug-ins can be used and few can be developed to support them.
Implementing the Basic Imaging Profile,BlueZ,Jakub Adamek,"My proposal is to implement the Basic Imaging Profile in the obexd project. This would be done similarly to existing profile implementations, but also addressing certain issues specific to this Profile."
Improve EDS backend ofPhone Book Access Profile (PBAP),BlueZ,Bartosz Szatkowski,"Main idea is to develop/extend new data source (backend) for Phone Book Access Profile. For now there are two (fully functional) backends -- Tracker and Dummy (based on filesystem). Because MeeGo developersrecently decided to use Evolution Data Server (once again) as central data store, there is a need to write appropriate data access module."
Nintendo Wii Remote Device Driver,BlueZ,David Herrmann,"The aim of this project is to develop a linux kernel device driver for the Nintendo Wii Remote. This includes reverse-engineering the whole proprietary fake-HID protocol and implementing a clean input-device interface into the linux kernel. Additionally, a user-space library is developed to allow easy integration of Wii Remotes as input devices into existing applications."
2 reviews: boost.heap & boost.lockfree,Boost C++ Libraries,tim blechmann,"during the last few years, i have been working on a library of lockfree data structures. for last year's gsoc, i got the grant to work on a boost.heap library providing priority queue implementations.during this year's summer of code, i want to perform the review of these two libraries so that they can be included in future boost releases."
BGL v2,Boost C++ Libraries,Michael Lopez,"This project is to lay the foundations of BGL v2. The new library focuses on ease of use, replacement of property maps for labels, data structures with more concise and clear semantics, a new graph concept hierarchy, implementing graph algorithms to align with STL abstractions, and, finally, integrate C++0x into the BGL. Some of these new design goals are inspired by topics which occur with some frequency in the Boost users mailing list."
Boost.BloomFilter: A Configurable Bloom Filter,Boost C++ Libraries,Alejandro Cabrera,"This project aims to contribute a highly configurable, generic, efficient implementation of Bloom filters for the Boost libraries. This library will support different compression, deletion, and hashing schemes through a policy-based design. "
boost::coerce,Boost C++ Libraries,Jeroen Habraken,"I am planning to complete boost::coerce, a library which builds upon boost::spirit to create a cast-like operator aiming to provide an alternative to boost::lexical_cast providing greater speed and flexibility."
Checks and hashes C++ library,Boost C++ Libraries,Pierre T.,"The collection of check and hash functions are a suite of template files whose aim to facilitate the validation of codes and numbers following the international standard. The hash functions are an easy way to compute a fingerprint of a stream of data."
Extended support for Numpy in Boost.Python,Boost C++ Libraries,Ankit Daftery,"This project is to add support for the numpy module in Boost.python, which is currently in the sandbox. Numpy is a very useful tool for the scientific and engineering community and users of the C++ - Python SIG have expressed desirability along with specific requirements out of this project."
Finalization of the odeint Library,Boost C++ Libraries,Mario Mulansky,"For the GSoC 2011 I propose to finalize the odeint library currently developed in the boost sandbox by my colleague Karsten Ahnert and myself. The library already has, after several re-designs, reached a quite sophisticating level, we believe. However, our goal is to eventually be ready for a boost review process. So in a possible GSoC project I will try to further improve odeint with the help of an experienced library author. My aim is to finalize odeint for a boost review."
SIMD library,Boost C++ Libraries,Mathieu-,"This project aims at enhancing an existing subset of a library, nt2, in order to submit it for review as a boost library. The library will provide abstractions for SIMD instructions in C++. Some of the goals of the GSoC project are, enhancing the STL interoperability, documenting the library, writing unit tests etc."
Unicode Encoding Awareness Through Unified String Adapter,Boost C++ Libraries,Chen Ruo Fei,"The Unicode String Adapter is a template class that wraps around any string types to provide encoding semantics to the strings. The adapter ensures encoding correctness through type safety when strings are passed between libraries, and enables transparent conversion between different string types with different encodings that are wrapped by the adapter."
 MGED to Archer Command Migration Project,BRL-CAD,Brandon Hinesley,"This project entails migrating/redesigning existing commands from MGED to Archer, and a cleanup of existing Archer commands. A set number of the commands selected will be migrated in each of four milestones. Two weeks of the coding period – one in the middle and one at the end - are allocated for cleanup, review, and handling unanticipated issues."
Shader Enhancements,BRL-CAD,kunigami,Propose changes to enhance BRL-CAD shader systems. Study other open-source softwares code to learn new features that can be incorporated. 
"Consistent, Efficient Source Steps",Buildbot,Gayam Pradeep Kumar,"Consistent, Efficient Source Steps. Currently to make different kind of builds, for example complete or incremental build we set different modes. But these modes doesn't match the users requirement. For that modes should have the facility to specify what exactly user want to do."
User Objects: Managing User Permissions and Information,Buildbot,Derek Hurley (redheadphones),"User Objects will replace the current ""who"" string for managing users in Buildbot. This will be achieved with a collection of functions that interface with various storage protocols to retrieve or store user information. If user credentials are retrieved, the returns will be operated on by another collection of functions, allowing for verification and editing of user information. The project will test with git, add web authentication, and work towards laying a framework for user management."
Export Of The Catroid Project To Native App ,Catroid Project,lexmiir,"In this project I want to implement the exporting of Catroid projects as apk files. For this I will upload the project files to the Catroid web-server, and run it through a program which will generate the corresponding Android project. This program will synchronize with Catroid repositories in order to always have an up-to-date list of bricks with their functionality."
Improving the user interface,Catroid Project,David Reisenberger,My goal is to help this project get noticed even more by making it visually more appealing and intuitive to use.
Internationalization ,Catroid Project,Roman Mauhart,"To be successful an international version of the website is important. Iwould like to do the internationalization of the Catroid communitywebsite. This can be done together with the internationalization of theMesswordFilter which was mentioned in another suggestion. It is alsonecessary to provide a usability recommendation for the main targetgroup. "
Using the Phone Sensors for Catroid,Catroid Project,Manuel Zoderer,Using the Sensor wich are build right into each phone for controlling some actions in catroid.
"'''Project #1: Create Agent Based Model ""Demos"" using Repast Symphony.","Center for the Study of Complex Systems, University of Michigan",Richard Oliver Legendi,"I would be extremely interested in joining the development of Repast Simphony in Project #1: Create Agent Based Model ""Demos"" using Repast Symphony during GSoC 2011.I am a PhD student, and my research activities and work focuses on various aspects and applications of Agent-Based Simulations.This is an outstanding possibility I would really like to attend to."
"Create Agent Based Model ""Demos"" Using Repast Simphony","Center for the Study of Complex Systems, University of Michigan",Tim Sweda,"A collection of approximately eight agent-based models will be developed and implemented in Repast Simphony (RepastS).The models will demonstrate the capabilities of RepastS, illustrate the use of different toolkits, and identify features that could be improved or added to RepastS.Comprehensive documentation will also be provided to facilitate understanding and learning by other users."
"Create Agent Based Model ""Demos"" using Repast Simphony","Center for the Study of Complex Systems, University of Michigan",Mudit Raj Gupta,The project aims at developing “demo” models (code along with internal and external documentation) to strengthen the RepastS Library. RepastS is a modeling and simulating software. The models will help in better understanding to the software and various phenomenon modeled. They will act as templates or basic units that can be used to incorporate various possibilities thus developing a complex model. Documentation will help in explaining the parameters and underlying theory.
Demonstrating Agent-based Models,"Center for the Study of Complex Systems, University of Michigan",Kwame,"This project aims to create agent-based models using Repast Symphony for demonstration purposes, as well as how-to videos to show users, both potential and existing, the capabilities of the tool."
