PIG: Move Grunt from Javacc to ANTRL,Apache Software Foundation,Boski Shah,"At the end of the program, I will deliver a patch with following set of changes. 1) Refactored Grunt parser code to use ANTRL instead of javacc. 2) Updated unit tests and e2e tests to accommodate above changes. 3) Build script changes to remove javacc parser generator code and replace it with ANTRL codegen. 4) Remove pig’s dependency on javacc library as it would not be used anymore"
Provide cloud bursting like capabilities to Airavata computational workflows integrating with Apache Whirr,Apache Software Foundation,Milinda Pathirage,"Apache Airavata provides capabilities to construct, execute and monitor computational workflows with built in support for executing compute intensive applications on grid computing resources and cloud resources. This project aims to implement support for cloud(grid) bursting to compute intensive Hadoop jobs. Migration of partially completed Hadoop jobs to/from cloud(grids) from/to local cluster will also be implemented as part of the project."
Provide JSR 223 implementation for Velocity,Apache Software Foundation,Dishara,"Apache Velocity is a well known java based template engine. It’s a powerful development tool that allows to easily create and render documents that format and present the data. For a such widely used product, it will be a great value addition if Velocity have JSR 223 API support."
REST Interface for Libcloud,Apache Software Foundation,Ilgiz,Apache Libcloud is a standard Python library that abstracts away differences among multiple cloud provider APIs. Currently Libcloud has a big limitation - you can only use it with Python. I'm willing to implement HTTP interface for Libcloud which exposes all the Libcloud functionality through a RESTful API. Adding a REST interface would allow users to leverage Libcloud functionality through an arbitrary language which knows how to talk HTTP. 
Sparse Matrix-Vector multiplication(SpMV) on Hama,Apache Software Foundation,Mikalai Parafeniuk,This proposal about implementation of SpMV with Hama Bulk Synchronous Parallel framework.
Statistical Inference Operator on Pig(List Operators) ,Apache Software Foundation,Allan Avendaño,"The use of statistical inference methods on a set of data provides the most basic analytical intuition of a how the collection of data could be summarized, for instance, a sequential identifier according to a specific order, density among the elements of a particular subgroups, distribution over partitions and so on. These functionalities imply efficiency and reliability on operations performed on large datasets.Currently, statistical operations on large data sets can be done with SQL instructions, by means of DBMS or some other frameworks based-on SQL sentences; it is done through countless and complicated nested queries, implying performance concerns to non-related users with SQL.On a high-level layer, it is also possible to have a functional implementation of these statistical operations tightly attached to the performance of each language and to portability concerns among different DBMS.On an intermediate layer, is also possible to recreate these methods through a sequence of operators on Pig, without being too complex like SQL statements and mainly with the advantage of running over a distributed platform.On this sense, one feasible improvement on Pig is to provide a set of named operators that implements the statistical inference methods with a standard performance level. This improvement becomes a functional integration to experienced users on statistical frameworks, without knowing SQL or any programming techniques.https://issues.apache.org/jira/browse/PIG-2353"
VXQuery Built On Parallel Processing (Hyracks),Apache Software Foundation,ecarm002,"A VXQuery ticket outlines the desire to build a XQuery process that supports a parallel runtime environment. In a recent conversation with committers from VXQuery, they have several pieces ready (Algebricks operators) and just need the first-order functions that actually deal with XQuery processing."
Workflow Debugging Framework for Apache Airavata,Apache Software Foundation,Hasitha Aravinda,"Workflow debugging framework is a new feature for Apache Airavata, which is proposed by the Airavata community. XBaya GUI of Airvata has a debugging feature, but that is limited only to executing the workflow at the XBaya GUI. Therefore new debugging module will implement at the backend of the Airavata, so Xbaya GUI should be able to connect with it and debug the executions at server.With this proposal I’m proposing a plan to develop the identified initial requirements of this feature."
WSDL customization framework for Axis2 and stabilize WSDL 2.0 features.,Apache Software Foundation,Ranjana Prasad,"Apache Axis2 is an open source framework which acts as an engine for Web Services, SOAP and WSDL. It supports automatic generation and publishing of both WSDL 1.1 and WSDL 2.0 documents at runtime. As it stands, currently Axis2 does not provide any API to customize and control the behavior of WSDL generation. The main objective of this proposal is to provide an easy to use WSDL customization framework for both WSDL 1.1 and WSDL 2.0. As of yet, Axis2 is the only known web service implementation that supports for WSDL 2.0.But Axis2’s WSDL 2.0 features are not up-to-date as WSDL 1.1 features. Some of the issues identified are,Not supporting the use of “useOriginalWsdl” parameterNot supporting the WSDLSupplier interface and Not supporting WS-Policy publishing etc.Addressing the above mentioned limitations is another significant goal of this proposal. Other than these two goals, GSOC project idea pages have mentioned number of issues as optional tasks. Addressing some of those issues is also included in the scope of this proposal."
XALAN - Add More EXSLT Functions,Apache Software Foundation,Samuel Queiroz,Implement a more complete set of EXSLT functions into the Xalan-C XPath environment.
Apertium id-ms: Indonesian-Malaysian machine translation,Apertium,Raymond Hendy Susanto,The Indonesian-Malaysian language pair in Apertium currently does not have active maintainers. The objective of this project is to develop a release-quality version of the Apertium id-ms language pair. The morphological analyzers for both Indonesian and Malaysian will be improved; the Indonesian and Malaysian dictionaries will be completed.
Apertium on your mobile,Apertium,arink verma,"Provide customer the services of Apertium on their mobile with more added features like•Different keypad for different language •Translation of SMS and other text content like contact, address, memo•Basic form for translation of text."
Apertium-kaz-tat: machine translation between Kazakh and Tatar,Apertium,Ilnar Salimzyanov,Creating a rule-based shallow-transfer machine translation system for translating between Kazakh and Tatar.
apertium-quz-spa: Machine Translation between Cuzco Quechua and Spanish,Apertium,Pato Y.,translation pair between Spanish (lttollbox) and Cuzco Quechua (hfst) for Apertium
Apertium-sl-sh: machine translation between Slovene and Serbo-Croatian,Apertium,Aleš Horvat,Currently Apertium does not have a release-quality for the translation system of the Slovenian and Serbo-Croatian language pair. The goal of this project is to make a release-quality of the apertium-sl-sh language pair.
Corpus-based lexicalised feature transfer,Apertium,Filip Petkovski,"This project will deal with setting additional lexical features, taking context into account. The main idea is to extend the Apertium pipeline by placing a new module, after the POS tagging process and before the transfer process, which will set additional tags that can later be used in the transfer module. Examples of such tags include noun definiteness, verb aspect etc.The goal of the project is to both improve the existing sh-mk pair and to serve as a prototype for similar corpus-based modules."
Make lttoolbox-java embeddable,Apertium,Mikel Artetxe,"Currently, lttoolbox-java is only usable from the command line, and it relies on external resources of the language pair to be translated (which must be downloaded and compiled by the user separately). The aim of this task would be to overcome this so that we could have self-contained JAR files to translate a language pair that could easily be integrated in larger Java projects."
New Maltese-Arabic language pair,Apertium,mfronczak,"New Maltese-Arabic language pair, providing Maltese-to-Arabic translation."
Rule-based finite-state disambiguation,Apertium,Hrvoje Peradin,"Designing of an XML formalism for writing disambiguation rules, a validator for it, upgrades to lttoolbox needed to represent the rules as a finite-state transducer, a compiler, and a processor which applies the rules to an Apertium input stream."
Turkish-Turkmen Machine Translation-Apertium,Apertium,yasin,The project covers the two languages translation. The target language is Turkmen. The project will be based on these languages to create a machine translation. 
Adding functionality and aesthetic/usability improvements to the Pandroid agent.,Artica ST ( Pandora FMS ),Mark Holland,Adding extra modules and improving the aesthetics/usability of the pandroid agent.
Improving Pandroid Event Viewer,Artica ST ( Pandora FMS ),Santiago Munín González,"I will implement a lot of features in this Android application. Also, I could implement a big part of console options, turning the application into another administration option."
Pandora Event Viewer Extension for Chrome and Firefox,Artica ST ( Pandora FMS ),Hareesan,"The Chrome and firefox extension for Pandora Event Viewer. Which will show notifications, show alets as desktop notifications and sounds and show some data. "
Canvas Based Modelling and Gui Improvements.,ASCEND,Saheb Motiani,"The basic aim of this project will be to improve the current PyGtk Gui by implementing new features, adding custom icons for blocks in canvas based modeller and solving bugs in the current codebase."
Dynamic modelling improvements,ASCEND,Ksenija Bestuzheva,The goal of the project is to add new syntax for derivatives which will improve the capabilities of ASCEND in dynamic modelling and increase usability. Corresponding changes to the solver API would need to be made. This work should be done in such a way so that in future adding the support for processing partial and higher order derivatives would be possible and would build on the changes made within the bounds of this project.
FPROPS and ASCEND: Exceeding Expectations,ASCEND,Sean Muratet,"This proposal outlines my goals for the FPROPS package for GSOC 2012.I hope to add new functionality, as well as finish implementation of the EOSin the pipeline. I will place a strong emphasis on testing and evaluation ofthe code to produce a robust, trustworthy product. My educational pursuitsand endeavors are discussed as well as goals and the time line for deliverables."
GUI Improvements and Bug Squashing,ASCEND,Sreenatha Bhatlapenumarthi,"The project is about improving/developing the current implementation of ASCEND's GUI, which is in PyGTK, by referring to the older, more stable Tcl/Tk implementation. There is also some amount of bug fixing that needs to be done to the PyGTK implementation."
Packaging for Mac,ASCEND,Carlos Mauro Cárdenas Fernández,Porting to Mac OS ASCEND. Portability Give this to the project and improve service levels to users at all platforms.
Python bindings rewrite,ASCEND,Shaun,"Now ASCEND is mainly use the PYGTK to present the GUI. But the base of ASCEND is built upon C/C++ which provide efficiencies. While it is hard to code python modules from scratch, ASCEND chose SWIG to bridge C/C++ and Python which is used by PYGTK. In ASCEND, we use SWIG to build a core PYTHON extension module called “ascpy” which is the adapter between the core calculation engine (libascend.so) and PYGTK-based user interface. This core adapter is mainly described by a SWIG interface file which currently contains lots of C++ style wrappers which make this SWIG interface file too long and not so easy for understanding. So the target is to makes these SWIG interface files “leaner and meaner”. This target can be achieved by clearing the C++ style wrappers in SWIG interface files and replacinge them with C wrappers contained by several SWIG interface files. The other possible way is to use CYTHON rewriting the interface between C/C++ and PYTHON. Anyway, no matter which method we choose, we should move on to make the GUI layer still works well because we actually changed the core adapter for PYTHON to use the core calculation engine."
Improve Wesnoth's engine to allow better transitions between scenarios,Battle For Wesnoth,Anja,"The idea is to clean up playcampaign.cpp and make loading/saving multiplayer campaigns more stable and less error prone. The code that handles transitions between scenarios should also be improved to make transfer of gold, units and recall lists easier for campaign designers. Other functionality, such as changes to difficulty between scenarios and interaction with GUI2 dialogs could also be added."
Justas Tomkus: Particle engine for Battle For Wesnoth,Battle For Wesnoth,Justas Tomkus,"Implementing particle engine in a library-like fashion, using existing game's graphic functionality and SDL library.Final version of this engine would allow to use it anywhere in map with other drawing functions, given required init is done. In addition to simple pixel drawing, I am ready to implement version where small alpha transparent images are blitted for particles. Color transitions for particles wouldn't be a problem either."
Simplifying and extending the LuaAI subsystem,Battle For Wesnoth,Nephro,"Right now, the LuaAI system is in a state, where it can be used for artificial intelligence system development for Battle for Wesnoth campaigns, but it's usage is quite complicated and requires effort to get the system off the ground and make it run. To simply to launch a campaign with an empty LuaAI(by empty, I mean, not doing anything) a UMC developer is required to write a couple dozens of lines of code(not even mentioning the bugs that he will encounter on the way). While it seems, that we could simply hide the boilerplate code in a template or behind a macro, the situation is a bit more sophisticated(Later I will describe that in more detail). Instead of running away from this problem, I will work towards an elegant solution, creating an effective back-end system, and a clean user development environment."
Whiteboard backend polishing,Battle For Wesnoth,ÉJLS,"My project is to make the Whiteboard code cleaner and to redesign small parts of it to speed it up. The global design of the Whiteboard won't be changed a lot, each part will be reviewed individually. I'm not only planning to improve the Whiteboard backend, but also to document the overall design and each part of it as well as to write a wide variety of test to improve its stability. Moreover, I'll factorise action handling outside of the Whiteboard so that the same code will be usable in all Wesnoth."
Ability to Access Bookshare Periodical Content & Share books of Facebook,Benetech,Thushan Ganegedara,"Here, I will try to integrate periodical content downloading ability to FBReader and give ability to share the books of interest to user on facebook, using facebook_sdk for android and Graph API"
Voicing of MathML expressions and integration into FBReaderJ Android application,Benetech,Trevor Barron,"This project will entail adding support for the voicing of MathML in DAISY3 files according to the MathSpeak standard to the FBReaderJ Android application. MathML will be processed using an XML parser, converted into valid MathSpeak text, and spoken using Android's native TTS service."
Word-Level Highlighting Synchronized with TTS,Benetech,kapil,"The main goal of this project is to provide an android app for “Word-Level Highlighting Synchronized with TTS” using open source TTS engine named “flyte”.This helps dyslexic users to read and study text documents in more understandable format.It includes mainly two Jobs:1) To change the internal C code and port in to android using ndk4 .2) building an android app for word level synchronization using JAVA and android SDK."
A Distributed Architecture to Stream Twitter and Sina Weibo Microblog Posts,Berkman Center for Internet & Society at Harvard University,Ross,"This project comprises two parts.For the first third of the summer, I will implement a core architecture for streaming Twitter data, detecting Tweets related to censorship, and extracting the URLs or domain names that are censored.For the remaining two-thirds of the summer, I will focus on three extension goals. First, I will develop a semi-automated learning algorithm that updates the follow and track parameters on each stream on a daily basis in order to capture more censorship-related Tweets. Second, I will duplicate the Twitter architecture for Sina Weibo. I can implement the technical model quickly, but I will need to consult language experts to ensure that I sample the microblog stream correctly. Third, I will extend Herdict's goal of crowdsourcing censorship monitoring by developing a web form similar to the Herdict Reporter test form, which allows users to test whether sites are censored in their region.The technology stack includes Python, MongoDB, Redis, and Ruby on Rails."
An examination of how linkage networks in media sites predicts readership levels.,Berkman Center for Internet & Society at Harvard University,Shaun Geer,"My project consists of three parts. The first part of this project adds link tracking between news sites, and the second part adds network visualization and analysis to the media cloud code. After programming these, I will create code allowing for longitudinal analysis of how hyperlink networks predict changes in readership trends of various news sites.Examining this will allow for descriptive analysis of how html linked networks change, and give insight as to why some blogs and news sites become more popular over time. "
Check-in Check-out Asset Tracker Plugin for Redmine,Berkman Center for Internet & Society at Harvard University,Nitish Upreti,"The aim of the summer project is to build and enhance the 'AssetTrackerPlugin' for the Redmine project management web application."
CiteProc-Ruby,Berkman Center for Internet & Society at Harvard University,Inukshuk,Developing a Citation Style Language (CSL) processor and API in Ruby.
Create a jQuery mobile interface for TagTeam,Berkman Center for Internet & Society at Harvard University,Yevhenii,The aim of the project is to create a mobile interface for JSON API built into TagTeam with the help of jQuery Mobile. 
Data Portraits,Berkman Center for Internet & Society at Harvard University,Ekansh,The goal of the project is to develop a series of visualizations of people based on their digital data.
Fair Use Tool Revamping,Berkman Center for Internet & Society at Harvard University,Karim El Husseiny,Fair Use Tool is an interactive online tool that will be accessible for middle-school students and their teachers.The main goal of the tool is designing and coding web application with Interactive and User-friendly Interface for teaching a playful way of how to use copyrighted content in accordance with fair use policy.
Implementation of PageOneX project for an online platform,Berkman Center for Internet & Society at Harvard University,ahmd refat twfik,"PageOneX is an innovative approach to the analysis and visualization of front page newspaper coverage, that enables communities and advocacy groups to track certain news threads in a easy and visual way. The project makes possible the comparison between two important pieces of the mass media and the Social Media: newspaper front pages and Twitter."
Interface 3D Model Inputs via Kinect to Zeega ,Berkman Center for Internet & Society at Harvard University,Akarsh Sanghi,"This project aims at developing a system with a web interface which can be used to create 3D models of various objects via Kinect and interface them to Zeega through its API.1) Developing an intuitive web interface with instructions to use the kinect 2)Scanning of objects via kinect to create 3D models in the form of .ply/.png files3)Output 3D model to MeshLab for cleaning up of mesh and develop into a robust manipulable file4)The resulting output file will be sent to the web interface which in turn will be exposed to Zeega via its API "
"Media Cloud multi-language support via plug-in infrastructure, plus an automatic stemmer and a stopword list generator",Berkman Center for Internet & Society at Harvard University,Linas Valiukas,"I propose adding multi-language support to Media Cloud in such a way that the new languages (French, German, ...) could be added as plug-ins (adding a new language would not involve further modifications to the core code). Additionally, the process of adding a language would also be made simpler by providing automatic (experimental) stopword list and stemmer generators."
Paper Machines,Berkman Center for Internet & Society at Harvard University,Chris Johnson-Roberson,"My proposal for Paper Machines seeks to render visible the hidden connections within a large textual corpus by interweaving and extending pre-existing textual analysis programs and methodologies. I aim not only to produce scripts and visualizations tailored to Dr. Guldi's data set, but also to develop ways of working that will be useful to other scholars (including myself) interested in visualization as an aid to analysis."
A javascript library of system biology formats ,biographer,chemhack,"The aim of the project is to implement a javascript library which can input and output common system biology file formats, such as SBGN-ML, jSBGN, SBML and BioPAX. The library will have clean APIs, comprehensive documents and a reasonable coverage of unit testing to ensure code quality."
