Administrative scripts and better export scripts,Association Tatoeba,Pallav,"The aim of this project is to write clean administrative scripts that could ease the task of setting up a development or production server from scratch and also automate basic administrative tasks such as backup, restore, import, export, etc. It also includes writing certain other scripts that perform important tasks specific to the website. Along with this the project deals with improving the existing export scripts so as to include certain important features that are currently missing. "
Complete Python Rewrite of Tatoeba and Revamping of Its Architecture,Association Tatoeba,lool0,"A rewriteof the codebase to use a higher level language and framework will makeit more maintainable, cut down on development time, and attract moredevelopers. Also, a move towards a graph database or the use of graphalgorithms on top of a relational database will greatly reduce serverload and enhance page response time. Finally, an API will greatly reducethe complexity of interacting with the website."
Export to Anki,Association Tatoeba,Jake Probst,A user can upload their Anki deck and Tatoeba can use that data to generate a list of cards to add based on i+1 and other requirements.
Mass Importing Sentences from Open texts to Fill Gaps in Tatoeba,Association Tatoeba,Harsh Nisar,"A mass import system to mine sentences from open texts in different languages and implementing an public interface through which quality sentences selected by system are further proofread by the crowd (Responsive Mobile friendly site) before being submitted to the database.Alignment of parallel texts and therefore pairing sentences also done if good confidence levels achieved."
Improve AI by implementing global attack/retreat decision,Battle for Wesnoth,Kevin Xi,A rule-based expert system style solution utilizing dynamic programming to make decisions
SDL2 transition,Battle for Wesnoth,Lipka Boldizsár,"I propose to help with the transition to SDL2, with special focus on implementing hardware accelerated rendering."
Unifying Single- and Multi-Player Code Paths,Battle for Wesnoth,RiftWalker,Differing code paths cause some user-made content to only work in single- or multi-player games. The goal of this project is to reconcile the code paths so that all content works across game modes.
Android based remote display,BeagleBoard.org,Praveen Kumar Pendyala,"“One cable to rule them all”. I intend to build a system where all the basic peripherals - keyboard, mouse and display, can be connected to BeagleBone by attaching it with a USB cable to Android phone. This will be implemented as a kernel module and an ready to use out-of-box app for Android. This module shall have a greater reach and also serve as seed for extending to other systems - Windows, iOS, Ubuntu phones etc."
BeagleLogic - a logic analyzer on the BeagleBone Black,BeagleBoard.org,Kumar Abhishek,The proposal aims to create a standalone Logic Analyzer as a debugging and learning tool using the Programmable Real-Time Unit available on the BeagleBone Black.
"BeaglePilot: Integration of ArduPilot, ROS, web-based IDE and security.",BeagleBoard.org,Victor Mayoral Vilches,"Create the first Linux-based autopilot for flying robots using the BeagleBone and the BeagleBone Black as the ""hardware blueprint"". For this purpose I will focus on integrating ArduPilot (most popular autopilot) in the BeagleBone (Black). The main tasks performed will be userspace drivers development, the Robot Operative System Integration (ROS), web IDE exploration and security assessment."
BoneScript web pages with live-running examples and documentation,BeagleBoard.org,Diego Turcios,I'm going to develop a new platform for creating beagleboard interactive tutorials.This platform will be develop and design in an interactive way allowing users to easily create tutorials. The platform will allow all type of users to create interactive tutorials for sharing with the beagleboard community. The difference between other platform will be that this platform will allow the user to run the code if they have a board. This is a great advantage allowing user to run the tutorials live.
PyBBIO Library Development,BeagleBoard.org,Rekha Seethamraju,"Developing the PyBBIO library to include an SPI Library, Library for interfacing a camera and various sensors such as pressure sensor etc. Adding C extension to Python system calls to make the code run faster. Interfacing a BLE module and an example code to log sensor values on Xively's feed."
Remoteproc based BotSpeak virtual machine for the PRU ,BeagleBoard.org,karki,Developing a remoteproc firmware which will allow high level languages to access PRU (programmable real time unit) functionality on the Beaglebone Black via remote procedure calls. The firmware on the PRU will support a small interpreter which can receive code fragments from the client language and execute them in a loop. The scripting language is similar to Chris rogers Botspeak. Developing this library will allow language independent runtime control over the PRU. 
Elixir On Windows,BEAM Community,Chris Hyndman,"Elixir is a functional programming language which is concurrent, distributed and fault-tolerant thanks to the Erlang VM.The goal of this project is to bring Windows support to Elixir, by providing solutions and documentation for building and running Elixir on Windows.This will consequently enable Windows-based developers to explore this powerful yet enjoyable language."
Live Streaming for Swirl Project,BEAM Community,Vanshdeep Singh,"The live streaming feature in Swirl Project will facilitate its users to instantly share or broadcast any live mediacontent. The users will not need to wait for the event tofinish before they can start accessing and sharing thecontent with their friends !"
MongooseIM: Implementation of XEP-0280 Message Carbons,BEAM Community,Shambhu Prasad,"Currently many XMPP servers handle message stanzas sent to a user@host JID with no resource by delivering that message only to the resource with the highest priority. If the target user is online with multiple resources, a conversation ensues on one of the user's devices; if the user subsequently switches devices, parts of the conversation may end up on the alternate device.XEP-0280 defines an approach for ensuring that all of my devices get both sides of all conversations."
Project: Disco Idea 1: Disco worker in more efficient programming languages,BEAM Community,Katarzyna Streich,"The goal of this project.There are existing implementations of worker interface for Disco. The main one was written in Python, the second I've seen - in OCaml. Because workers are responsible for carrying out the tasks, it may be important for different applications, to write them in more efficient language (Haskell)."
Support For The Federation of Servers in Zotonic,BEAM Community,Álvaro G. Pagliari,"Zotonic’s approach to web development and the choice of Erlang is interesting. The field of web frameworks is very competitive and despite all the features Zotonic has, some websites have a large number of simultaneous users and must be resilient against failures. A way to solve this problem is distribute the content of websites across multiple servers and data centers. This project provides the development of the building blocks needed to improve fault tolerance, performance and data locality."
iOS MathML Cloud Utilization App,Benetech,Joe,I'd like to help make an iOS app that aids the transcription of math images into MathML to utilize MathML Cloud.
DynamoDB backed bio4j prototype,Bio4j,Bartlomiej Alberski,"In proposal I do not only present some kind of simple, vision of the project but also I share my point of view about importan matters: what is really important to write really good code, why I decide to choose this specific project as well as short description of my experience related to this idea."
Gexf and GraphML exporter,Bio4j,André Nunes,"Bio4j is a high-performance cloud-enabled graph-based open source bioinformatics data platform, integrating the data available in the most representative open data sources around protein information. The minimum goal is to develop a tool and a minimal library/API capable of executing queries over a given bio4j module and export the results in known formats like Gexf and GraphML."
graphical browser for bio4j model,Bio4j,Carmen Torrecillas,"Development of an interactive web-based tool that will allow users to intuitively explore the Bio4j domain model, getting details about both nodes/edges shaping the network as well as precise typing information in order to understanding the Bio4j structure and managing or querying it on an easier and more efficient way."
A JavaScript library for an interactive visualization of sequence logos,BioJavaScript,Sebastian Wilzbach,Sequence logos are very popular in life sciences. They reveal the evolutionary relationship of aligned sequences and are used to depict sequence patterns. Moreover they provide an illustration of the consensus sequence. The aim of this project is to create an extendable BioJS library for an interactive visualization of protein or DNA sequence logos.
BAM File Viewer,BioJavaScript,Ricardo H Ramirez G,"BioJS currently has support for Feature Tracks and BigWIG files. Those are enough to provide a minimum genome browser that includes coverage from alignments. However, detailed information about the alignments from NGS is not supported yet.Most of the modern sequence aligners support BAM as the format output. The BAM format enables random queries, avoiding the necessity to load the whole alignment in memory. BAM File Viewer for BioJS will complement wigExplorer."
Human Genetic Variation Viewer,BioJavaScript,Saket Choudhary,"With the advent of NGS techniques, though we have been able to generated tonnes of data, little has been done to make sense out of the available data by integrating data across different levels in an integrative manner or even otherwise. Inspite of being made available as open and available from different sources, however there is none a tool that acts as an integrated visualiser."
Phylogenetic Tree Viewer ,BioJavaScript,David Dao,Phylogenetic Tree Viewer as described on the project idea page and why you should choose me to work on it! 
Taxonomy Viewer,BioJavaScript,José M. Villaveces,A BioJS component to visualize Uniprot proteomes. The tool uses the NCBI taxonomy to explore Uniprot proteomes from different zoom levels.
Data Replication / Synchronization Tools,"Biomedical Informatics, Emory University",pradeeban,"Consumers download the data by searching the image repository using the browser. The information that the consumer is interested in, gets updated whenever the data producers update or add patient information. The current download tool lacks the ability to track the relevant updates to the consumer. A pub-sub solution based on Apache CXF, utilizing the JAX-RS REST API of CXF will assist automated downloads to the consumers."
Medical Vocabulary Generating Tool,"Biomedical Informatics, Emory University",Siddharth Jain,"Create a tool that can improve the usage for standardized medical vocabulary such as ICD-10 and HL7. Since there are various medical standards and vocabularies in use, it would be very valuable to design a system and corresponding protocol that can parse and reformat them to a more formal representation, like XML.The goal of the tool is to enable and ease the process of customizing a domain specific vocabulary and help medical professionals with their specific usage of the domain knowledge."
TCIA Data Exploration and Information Visualization,"Biomedical Informatics, Emory University",Ganesh Iyer,"We propose an environment for visualizing and exploring TCIA data . We leverage TCIA's REST API to programmatically query and download data. We propose methods to create a new search interface to the data as an alternate way to explore the contents of TCIA, create dynamic dashboards that can be extended to support the exploration of TCIA data using Javascript libraries like crossfilter and dc.js.This method is extendible to support data from other remote archives."
Web-based Source To Target Mappings ,"Biomedical Informatics, Emory University",Daniel Rizea,"UX design is more than making a nice visual design, it'a a process of understanding customers, business requirements and comming up with the right solution. I plan to work with my mentor, the comunity and users in finding the best UX and UI design for the source to target mappings project and also implement the solution in the production code. "
BGE - Cleanup & Support,Blender Foundation,Inês Almeida,"This proposal targets identified problems with BGE acknowledged in Blender's roadmap along with plans for better integration as an interactive mode. The proposal aims to be a first step in that direction by addressing the bug tracker and known problematic parts of the GE.By the end of the program, the results should be less bugs and pending patches, parts of functionality/code more bug-proof and suitable for integration, happier users and a document identifying problems to be addressed next."
Cycles: Performance and Memory optimizations,Blender Foundation,Thomas Dinges,"I'd like to improve the Cycles render engine, both in terms of performance and memory usage. "
Interactive Quadrilateral Remeshing Based on Harmonic Functions,Blender Foundation,Alexander Pinzon Fernandez,"A lot of computer graphics objects have an undesirable topology. Many artists require changing the topology of the mesh to facilitate the process of editing and animation. In recent years, the most popular mesh topology is composed of triangles and quadrilaterals that provide several desired features by the artists. This project proposes an interactive remeshing tool that generate a quad-dominant mesh based on harmonic functions."
MantaFlow integration for fluid simulations,Blender Foundation,Roman Pogribnyi,"Integration of MantaFlow for fluid simulations into Blender, mentored by Nils Thuerey"
NURBS Modernization,Blender Foundation,Jonathan deWerd,"I propose to revive a longstanding effort to improve NURBS support in blender with two broad goals: one, attaining import/export compatibility for common NURBS-based CAD and modeling formats, and two, adding industry-standard NURBS manipulation tools so that blender can actively participatein workflows containing NURBS primitives."
Relative shape keys workflow enhancements,Blender Foundation,Grigory Revzin,Enhancements for relative shape key editing workflow: new blending-oriented Shape Keys panel GUI permitting for faster and more intuitive shape key editing. A simple commit workflow for shape keys is introduced.
Viewport FX III,Blender Foundation,Jason Wilkins,"This is a proposal to finalize the development of Viewport FX by implementing the last missing features and performing optimization and testing.Additional info about possible future work has been appended to the original proposal."
Add private bookmark support to Bookie,Bookie,Sambuddha Basu,"The whole idea of storing bookmarks and displaying it to the userin an interactive manner when they wish to view it, is a great one. It saves a lot of work for the users and helps productivity.Currently, there exists no private bookmark support for Bookie. Private bookmarking is an important feature for a utility such as Bookie. Users can bookmark a url but mark that as a private bookmark that other users do not see on the website."
Creating ability to monitor 3rd party sites,Bookie,Pradyumna,"Bookie so far, not only helps bookmarking important or useful links, but also helps users to find them.Many people tweet important or interesting links or save links to pocket to read later, idea of the project is to add functionality to Bookie to automatically fetch the links from third party sites like twitter, pocket, facebook etc with permission of the user to bookie. "
A C++11 template metaprogramming library,Boost C++ Libraries,Louis Dionne,"This project aims to provide a high quality template metaprogramming libraryfor C++11. Based on previous work, I claim that this could increase theexpressiveness and reduce the compilation time of template metaprograms,leading to more joy and productivity."
Boost.Math Generalized Hypergeometric Functions,Boost C++ Libraries,Anton Bikineev,"In this project, we will implement fast, accurate calculations of certain generalized hypergeometric functions and establish convergent parameter ranges for these. We will write them with generic templates, as is suitable for Boost.Math. "
Boost.Pipeline,Boost C++ Libraries,Thaler Benedek,"Boost.Pipeline provides an easy way to break down large computations on batch data into smaller tasks which run parallel.The project is inspired by the Unix pipeline and based on the N3534 proposal submitted by Google."
